atom,resid,ATB_charges,BaderAA_100ps,BaderUA_100ps,BaderAA_200ps,BaderUA_200ps,BaderAA_300ps,BaderUA_300ps,BaderAA_400ps,BaderUA_400ps,BaderAA_500ps,BaderUA_500ps,BaderAA_600ps,BaderUA_600ps,BaderAA_700ps,BaderUA_700ps,BaderAA_800ps,BaderUA_800ps,BaderAA_900ps,BaderUA_900ps,BaderAA_1ns,BaderUA_1ns,Mean_100-1,Mean_600-1
OB1,OXO0,-0.52125,-1.103382000000000085e+00,-1.103382000000000085e+00,-1.102060999999999957e+00,-1.102060999999999957e+00,-1.094478000000000062e+00,-1.094478000000000062e+00,-1.082807000000000075e+00,-1.082807000000000075e+00,-1.052305000000000046e+00,-1.052305000000000046e+00,-1.111002000000000045e+00,-1.111002000000000045e+00,-1.114173000000000080e+00,-1.114173000000000080e+00,-1.104487999999999914e+00,-1.104487999999999914e+00,-1.104816999999999938e+00,-1.104816999999999938e+00,-1.124085000000000001e+00,-1.124085000000000001e+00,-1.0993598000000002,-1.111713
OB2,OXO0,-0.37225,-1.052043999999999979e+00,-1.052043999999999979e+00,-1.052314999999999889e+00,-1.052314999999999889e+00,-1.030823000000000045e+00,-1.030823000000000045e+00,-1.046516999999999920e+00,-1.046516999999999920e+00,-1.090403999999999929e+00,-1.090403999999999929e+00,-1.051129999999999898e+00,-1.051129999999999898e+00,-1.021897000000000055e+00,-1.021897000000000055e+00,-1.044772999999999952e+00,-1.044772999999999952e+00,-1.043161000000000005e+00,-1.043161000000000005e+00,-1.039506000000000041e+00,-1.039506000000000041e+00,-1.0472569999999999,-1.0400934000000002
CB2,OXO0,0.2755,3.501969999999999805e-01,5.275628999999999458e-01,3.780459999999999932e-01,5.370850000000000346e-01,3.484639999999999960e-01,5.077199999999999491e-01,3.862329999999999930e-01,5.385638999999999843e-01,4.094169999999999754e-01,5.373539999999999983e-01,3.610459999999999781e-01,5.241968999999999657e-01,3.041869999999999852e-01,4.811468999999999885e-01,4.252839999999999954e-01,5.330890000000000351e-01,3.471319999999999961e-01,4.439540000000000153e-01,3.128900000000000015e-01,5.076990000000000114e-01,0.5138371599999999,0.49801715999999996
CB3,OXO0,0.3475,2.821219999999999839e-01,3.200250000000000039e-01,2.870150000000000201e-01,3.603620000000000156e-01,2.908649999999999847e-01,3.540530000000000066e-01,2.707169999999999854e-01,3.674640000000000128e-01,3.152320000000000122e-01,3.738609999999999989e-01,2.911719999999999864e-01,3.824810000000000154e-01,3.206930000000000058e-01,4.093910000000000049e-01,2.258560000000000012e-01,3.580409999999999981e-01,3.020780000000000132e-01,4.425958999999999866e-01,2.459659999999999902e-01,3.719149999999999956e-01,0.37401889,0.39288478
NB1,OXO0,-1.0315,-1.079016999999999893e+00,-1.079016999999999893e+00,-1.105137000000000036e+00,-1.105137000000000036e+00,-1.093855000000000022e+00,-1.093855000000000022e+00,-1.130173000000000094e+00,-1.130173000000000094e+00,-1.072881999999999891e+00,-1.072881999999999891e+00,-1.118249000000000049e+00,-1.118249000000000049e+00,-1.141278000000000015e+00,-1.141278000000000015e+00,-1.120401999999999898e+00,-1.120401999999999898e+00,-1.141143999999999936e+00,-1.141143999999999936e+00,-1.101194999999999924e+00,-1.101194999999999924e+00,-1.1103332000000001,-1.1244536
HB1,OXO0,0.342,3.722340000000000093e-01,3.722340000000000093e-01,3.807320000000000149e-01,3.807320000000000149e-01,3.895069999999999921e-01,3.895069999999999921e-01,4.124019999999999908e-01,4.124019999999999908e-01,3.565659999999999941e-01,3.565659999999999941e-01,3.831709999999999838e-01,3.831709999999999838e-01,3.989400000000000168e-01,3.989400000000000168e-01,4.233239999999999781e-01,4.233239999999999781e-01,3.427089999999999859e-01,3.427089999999999859e-01,3.951060000000000128e-01,3.951060000000000128e-01,0.3854691,0.38865
HB2,OXO0,0.342,4.053939999999999766e-01,4.053939999999999766e-01,4.048089999999999744e-01,4.048089999999999744e-01,4.008459999999999801e-01,4.008459999999999801e-01,3.843010000000000037e-01,3.843010000000000037e-01,3.951060000000000128e-01,3.951060000000000128e-01,3.994050000000000100e-01,3.994050000000000100e-01,4.134619999999999962e-01,4.134619999999999962e-01,3.751320000000000210e-01,3.751320000000000210e-01,4.650110000000000077e-01,4.650110000000000077e-01,3.961859999999999826e-01,3.961859999999999826e-01,0.4039652,0.40983920000000007
CD6,OXO0,-0.18,-8.106999999999999623e-03,-8.106999999999999623e-03,-1.077200000000000032e-02,-1.077200000000000032e-02,-1.072430000000000050e-01,-1.072430000000000050e-01,-1.210279999999999967e-01,-1.210279999999999967e-01,-1.504729999999999956e-01,-1.504729999999999956e-01,-1.144219999999999959e-01,-1.144219999999999959e-01,-7.339600000000000291e-02,-7.339600000000000291e-02,-1.623080000000000078e-01,-1.623080000000000078e-01,-1.907989999999999964e-01,-1.907989999999999964e-01,-1.610080000000000122e-01,-1.610080000000000122e-01,-0.1099556,-0.1403866
HD4,OXO0,0.18,3.858500000000000124e-02,3.858500000000000124e-02,7.967899999999999983e-02,7.967899999999999983e-02,6.922899999999999887e-02,6.922899999999999887e-02,5.466599999999999931e-02,5.466599999999999931e-02,7.567699999999999427e-02,7.567699999999999427e-02,6.063400000000000040e-02,6.063400000000000040e-02,7.269100000000000561e-02,7.269100000000000561e-02,8.225399999999999379e-02,8.225399999999999379e-02,4.025600000000000012e-02,4.025600000000000012e-02,8.285499999999999809e-02,8.285499999999999809e-02,0.06565259999999999,0.06773799999999999
CC1,terA,-0.105,6.125000000000000236e-03,6.125000000000000236e-03,-3.612599999999999839e-02,-3.612599999999999839e-02,-5.004200000000000315e-02,-5.004200000000000315e-02,-1.877409999999999912e-01,-1.877409999999999912e-01,-2.809999999999999998e-03,-2.809999999999999998e-03,-1.086769999999999958e-01,-1.086769999999999958e-01,-1.619049999999999934e-01,-1.619049999999999934e-01,-9.983999999999999819e-03,-9.983999999999999819e-03,-7.109200000000000241e-02,-7.109200000000000241e-02,-1.500910000000000022e-01,-1.500910000000000022e-01,-0.0772343,-0.1003498
HC1,terA,0.105,7.373699999999999699e-02,7.373699999999999699e-02,2.958200000000000066e-02,2.958200000000000066e-02,6.659099999999999742e-02,6.659099999999999742e-02,8.002299999999999691e-02,8.002299999999999691e-02,4.400300000000000045e-02,4.400300000000000045e-02,8.266500000000000237e-02,8.266500000000000237e-02,5.104999999999999816e-02,5.104999999999999816e-02,6.492900000000000060e-02,6.492900000000000060e-02,7.840800000000000547e-02,7.840800000000000547e-02,8.054400000000000448e-02,8.054400000000000448e-02,0.0651532,0.07151919999999999
CC2,terA,0.20800000000000002,-5.232200000000000045e-02,-5.232200000000000045e-02,3.703300000000000342e-02,3.703300000000000342e-02,-3.845699999999999813e-02,-3.845699999999999813e-02,-9.945999999999999980e-03,-9.945999999999999980e-03,3.717600000000000071e-02,3.717600000000000071e-02,-8.199599999999999944e-02,-8.199599999999999944e-02,-1.369000000000000078e-02,-1.369000000000000078e-02,-5.022700000000000081e-02,-5.022700000000000081e-02,-5.413000000000000277e-03,-5.413000000000000277e-03,4.389200000000000046e-02,4.389200000000000046e-02,-0.013395,-0.021486799999999997
CC3,terA,-0.223,-9.845800000000000385e-02,-9.845800000000000385e-02,-8.512000000000000122e-02,-8.512000000000000122e-02,-3.418100000000000305e-02,-3.418100000000000305e-02,5.982699999999999824e-02,5.982699999999999824e-02,-1.187000000000000000e-01,-1.187000000000000000e-01,-6.252399999999999625e-02,-6.252399999999999625e-02,-4.432000000000000176e-03,-4.432000000000000176e-03,-2.083499999999999935e-02,-2.083499999999999935e-02,-7.561400000000000066e-02,-7.561400000000000066e-02,-5.827299999999999841e-02,-5.827299999999999841e-02,-0.049831,-0.0443356
HC2,terA,0.168,7.766099999999999393e-02,7.766099999999999393e-02,6.003900000000000209e-02,6.003900000000000209e-02,8.152700000000000224e-02,8.152700000000000224e-02,2.148900000000000116e-02,2.148900000000000116e-02,6.953299999999999759e-02,6.953299999999999759e-02,5.012899999999999995e-02,5.012899999999999995e-02,2.749100000000000155e-02,2.749100000000000155e-02,4.133400000000000268e-02,4.133400000000000268e-02,6.897100000000000453e-02,6.897100000000000453e-02,4.123700000000000282e-02,4.123700000000000282e-02,0.0539411,0.0458324
CC4,terA,-0.217,1.423999999999999919e-03,1.423999999999999919e-03,-7.324999999999999914e-03,-7.324999999999999914e-03,-9.458600000000000341e-02,-9.458600000000000341e-02,-7.036000000000000587e-02,-7.036000000000000587e-02,-1.010380000000000028e-01,-1.010380000000000028e-01,-1.034900000000000056e-02,-1.034900000000000056e-02,-6.121399999999999758e-02,-6.121399999999999758e-02,-2.751800000000000079e-02,-2.751800000000000079e-02,-7.521100000000000008e-02,-7.521100000000000008e-02,-8.029699999999999338e-02,-8.029699999999999338e-02,-0.0526474,-0.0509178
HC3,terA,0.155,6.572999999999999676e-02,6.572999999999999676e-02,5.006100000000000133e-02,5.006100000000000133e-02,1.061929999999999957e-01,1.061929999999999957e-01,3.519699999999999912e-02,3.519699999999999912e-02,1.213990000000000069e-01,1.213990000000000069e-01,6.454600000000000615e-02,6.454600000000000615e-02,4.004800000000000026e-02,4.004800000000000026e-02,6.096100000000000130e-02,6.096100000000000130e-02,4.144199999999999967e-02,4.144199999999999967e-02,1.148070000000000063e-01,1.148070000000000063e-01,0.0700384,0.06436080000000001
CC5,terA,-0.142,-5.978800000000000087e-02,-5.978800000000000087e-02,-9.434399999999999731e-02,-9.434399999999999731e-02,-8.032499999999999363e-02,-8.032499999999999363e-02,-1.050350000000000034e-01,-1.050350000000000034e-01,-1.157259999999999955e-01,-1.157259999999999955e-01,-4.648900000000000254e-02,-4.648900000000000254e-02,-1.825999999999999845e-02,-1.825999999999999845e-02,-7.341200000000000503e-02,-7.341200000000000503e-02,2.632999999999999924e-03,2.632999999999999924e-03,-5.419100000000000306e-02,-5.419100000000000306e-02,-0.0644937,-0.03794380000000001
HC4,terA,0.168,5.533300000000000024e-02,5.533300000000000024e-02,6.593999999999999861e-02,6.593999999999999861e-02,9.867499999999999882e-02,9.867499999999999882e-02,6.578399999999999526e-02,6.578399999999999526e-02,8.893600000000000116e-02,8.893600000000000116e-02,8.626200000000000534e-02,8.626200000000000534e-02,5.442500000000000115e-02,5.442500000000000115e-02,6.666700000000000403e-02,6.666700000000000403e-02,4.982500000000000123e-02,4.982500000000000123e-02,7.423100000000000531e-02,7.423100000000000531e-02,0.07060780000000001,0.066282
CC6,terA,-0.217,-5.695499999999999868e-02,-5.695499999999999868e-02,-1.004039999999999933e-01,-1.004039999999999933e-01,-1.316950000000000065e-01,-1.316950000000000065e-01,6.359499999999999875e-02,6.359499999999999875e-02,2.341000000000000025e-02,2.341000000000000025e-02,-8.557999999999999635e-03,-8.557999999999999635e-03,-1.480120000000000047e-01,-1.480120000000000047e-01,-5.140299999999999730e-02,-5.140299999999999730e-02,-9.724700000000000011e-02,-9.724700000000000011e-02,-1.441500000000000073e-02,-1.441500000000000073e-02,-0.05216839999999999,-0.06392700000000001
HC5,terA,0.155,1.908199999999999827e-02,1.908199999999999827e-02,1.134099999999999969e-01,1.134099999999999969e-01,7.467000000000000026e-02,7.467000000000000026e-02,6.502099999999999547e-02,6.502099999999999547e-02,5.003599999999999715e-02,5.003599999999999715e-02,6.525000000000000418e-03,6.525000000000000418e-03,4.399100000000000232e-02,4.399100000000000232e-02,5.630700000000000288e-02,5.630700000000000288e-02,7.627699999999999758e-02,7.627699999999999758e-02,4.538799999999999779e-02,4.538799999999999779e-02,0.05507070000000001,0.04569759999999999
CC7,terA,-0.223,-1.257899999999999990e-02,-1.257899999999999990e-02,-8.793900000000000328e-02,-8.793900000000000328e-02,-4.390999999999999938e-03,-4.390999999999999938e-03,-1.262679999999999914e-01,-1.262679999999999914e-01,-5.468900000000000150e-02,-5.468900000000000150e-02,-1.044670000000000043e-01,-1.044670000000000043e-01,3.298000000000000237e-02,3.298000000000000237e-02,-8.093799999999999606e-02,-8.093799999999999606e-02,-1.546299999999999931e-02,-1.546299999999999931e-02,-2.117769999999999930e-01,-2.117769999999999930e-01,-0.0665531,-0.075933
HC6,terA,0.168,4.382099999999999884e-02,4.382099999999999884e-02,6.945800000000000585e-02,6.945800000000000585e-02,2.867400000000000157e-02,2.867400000000000157e-02,2.482300000000000131e-02,2.482300000000000131e-02,7.316999999999999720e-03,7.316999999999999720e-03,9.538800000000000057e-02,9.538800000000000057e-02,6.534099999999999631e-02,6.534099999999999631e-02,5.401199999999999751e-02,5.401199999999999751e-02,3.232700000000000157e-02,3.232700000000000157e-02,1.111960000000000032e-01,1.111960000000000032e-01,0.0532357,0.0716528
CD1,terA,-0.184,-1.046170000000000017e-01,-1.046170000000000017e-01,-5.916899999999999937e-02,-5.916899999999999937e-02,-3.627400000000000069e-02,-3.627400000000000069e-02,-2.441400000000000167e-02,-2.441400000000000167e-02,-3.204900000000000110e-02,-3.204900000000000110e-02,-6.551999999999999665e-03,-6.551999999999999665e-03,-1.216010000000000008e-01,-1.216010000000000008e-01,2.001599999999999907e-02,2.001599999999999907e-02,3.689499999999999724e-02,3.689499999999999724e-02,1.272200000000000067e-02,1.272200000000000067e-02,-0.0315043,-0.011703999999999997
HD1,terA,0.184,9.282400000000000373e-02,9.282400000000000373e-02,1.939199999999999952e-02,1.939199999999999952e-02,9.473099999999999576e-02,9.473099999999999576e-02,5.140499999999999931e-02,5.140499999999999931e-02,7.232099999999999640e-02,7.232099999999999640e-02,8.078599999999999670e-02,8.078599999999999670e-02,6.825499999999999623e-02,6.825499999999999623e-02,6.259000000000000674e-02,6.259000000000000674e-02,8.185099999999999321e-02,8.185099999999999321e-02,3.952300000000000257e-02,3.952300000000000257e-02,0.0663678,0.066601
CD2,terA,0.431,4.556850000000000067e-01,4.556850000000000067e-01,3.750189999999999912e-01,3.750189999999999912e-01,4.693829999999999947e-01,4.693829999999999947e-01,4.499600000000000266e-01,4.499600000000000266e-01,4.402559999999999807e-01,4.402559999999999807e-01,4.666390000000000260e-01,4.666390000000000260e-01,4.313130000000000019e-01,4.313130000000000019e-01,3.952339999999999742e-01,3.952339999999999742e-01,3.872320000000000206e-01,3.872320000000000206e-01,4.672149999999999914e-01,4.672149999999999914e-01,0.4337936,0.4295266
HD2,terA,0.055999999999999994,8.951599999999999835e-02,8.951599999999999835e-02,1.137949999999999934e-01,1.137949999999999934e-01,6.712799999999999323e-02,6.712799999999999323e-02,9.901799999999999491e-02,9.901799999999999491e-02,1.321769999999999889e-01,1.321769999999999889e-01,5.590099999999999930e-02,5.590099999999999930e-02,1.095369999999999955e-01,1.095369999999999955e-01,1.349480000000000124e-01,1.349480000000000124e-01,1.243960000000000066e-01,1.243960000000000066e-01,5.928100000000000036e-02,5.928100000000000036e-02,0.0985697,0.0968126
OD1,terA,-0.502,-9.916949999999999932e-01,-9.916949999999999932e-01,-9.856009999999999494e-01,-9.856009999999999494e-01,-1.013649000000000022e+00,-1.013649000000000022e+00,-9.719980000000000286e-01,-9.719980000000000286e-01,-9.664430000000000520e-01,-9.664430000000000520e-01,-1.001853000000000105e+00,-1.001853000000000105e+00,-9.886930000000000440e-01,-9.886930000000000440e-01,-9.836169999999999636e-01,-9.836169999999999636e-01,-9.761440000000000117e-01,-9.761440000000000117e-01,-9.784319999999999684e-01,-9.784319999999999684e-01,-0.9858125,-0.9857478000000001
CD3,terA,-0.174,-2.865799999999999945e-02,1.932189999999999949e-02,5.817699999999999955e-02,7.493790000000000173e-02,-2.831000000000000183e-03,7.929500000000000437e-02,-3.768900000000000028e-02,5.407189999999999913e-02,-2.786299999999999888e-02,7.442999999999999616e-02,-4.735199999999999826e-02,9.490089999999999637e-02,-1.672099999999999975e-02,7.915490000000000026e-02,1.523000000000000048e-02,6.075389999999999957e-02,1.328999999999999973e-02,7.955689999999999984e-02,2.070599999999999871e-02,1.030168999999999946e-01,0.07194402000000001,0.0834767
CD4,terA,-0.12,7.702900000000000025e-02,1.250909000000000049e-01,-1.733700000000000171e-02,5.238290000000000307e-02,-2.546700000000000005e-02,5.666100000000000303e-02,-4.515799999999999675e-02,3.626499999999999863e-02,-7.100999999999999673e-03,7.542200000000000293e-02,-2.021699999999999886e-02,4.891000000000000208e-02,4.039399999999999935e-02,9.793000000000000316e-02,-3.694499999999999867e-02,8.031290000000000651e-02,-2.750100000000000114e-02,5.879190000000000110e-02,-2.980100000000000110e-02,1.964499999999999927e-02,0.06514116,0.061117960000000006
CD5,terA,0.258,4.448770000000000224e-01,4.448770000000000224e-01,4.666469999999999785e-01,4.666469999999999785e-01,4.569289999999999741e-01,4.569289999999999741e-01,4.332550000000000012e-01,4.332550000000000012e-01,3.640579999999999927e-01,3.640579999999999927e-01,4.399580000000000157e-01,4.399580000000000157e-01,4.023800000000000154e-01,4.023800000000000154e-01,3.937189999999999857e-01,3.937189999999999857e-01,4.132899999999999907e-01,4.132899999999999907e-01,4.261199999999999988e-01,4.261199999999999988e-01,0.42412330000000004,0.41509339999999995
HD3,terA,0.051,9.422099999999999920e-02,9.422099999999999920e-02,1.041180000000000022e-01,1.041180000000000022e-01,7.665299999999999891e-02,7.665299999999999891e-02,9.998999999999999555e-02,9.998999999999999555e-02,1.348280000000000034e-01,1.348280000000000034e-01,8.573500000000000565e-02,8.573500000000000565e-02,9.997999999999999943e-02,9.997999999999999943e-02,8.948100000000000498e-02,8.948100000000000498e-02,1.133429999999999993e-01,1.133429999999999993e-01,9.475899999999999601e-02,9.475899999999999601e-02,0.0993108,0.0966596
CA1,terA,0.618,1.481489999999999974e+00,1.481489999999999974e+00,1.523470000000000102e+00,1.523470000000000102e+00,1.498450000000000060e+00,1.498450000000000060e+00,1.493816999999999950e+00,1.493816999999999950e+00,1.461608000000000018e+00,1.461608000000000018e+00,1.502822000000000102e+00,1.502822000000000102e+00,1.468387000000000109e+00,1.468387000000000109e+00,1.485008000000000106e+00,1.485008000000000106e+00,1.522777999999999965e+00,1.522777999999999965e+00,1.468612000000000029e+00,1.468612000000000029e+00,1.4906442000000002,1.4895214
OA1,terA,-0.52125,-1.133351999999999915e+00,-1.133351999999999915e+00,-1.117067999999999950e+00,-1.117067999999999950e+00,-1.110182000000000002e+00,-1.110182000000000002e+00,-1.098440000000000083e+00,-1.098440000000000083e+00,-1.093688999999999911e+00,-1.093688999999999911e+00,-1.096441999999999917e+00,-1.096441999999999917e+00,-1.109688999999999925e+00,-1.109688999999999925e+00,-1.113207000000000058e+00,-1.113207000000000058e+00,-1.133704999999999963e+00,-1.133704999999999963e+00,-1.102629999999999999e+00,-1.102629999999999999e+00,-1.1108403999999998,-1.1111346000000002
OA2,terA,-0.37225,-1.040384999999999893e+00,-1.040384999999999893e+00,-1.046367000000000047e+00,-1.046367000000000047e+00,-1.034615000000000062e+00,-1.034615000000000062e+00,-1.032134000000000107e+00,-1.032134000000000107e+00,-1.031384000000000079e+00,-1.031384000000000079e+00,-1.060203999999999924e+00,-1.060203999999999924e+00,-1.047830000000000039e+00,-1.047830000000000039e+00,-1.039250999999999925e+00,-1.039250999999999925e+00,-1.036974000000000062e+00,-1.036974000000000062e+00,-1.024918999999999913e+00,-1.024918999999999913e+00,-1.0394063,-1.0418356
CA2,terA,0.2755,3.160450000000000204e-01,4.936618999999999868e-01,3.489949999999999997e-01,5.114370000000000305e-01,3.805379999999999874e-01,5.164748999999999590e-01,3.615530000000000133e-01,5.010238999999999665e-01,3.064080000000000137e-01,5.066910000000000025e-01,3.617460000000000120e-01,5.443080000000000140e-01,3.801869999999999972e-01,5.238680000000000003e-01,3.672730000000000161e-01,5.188420000000000254e-01,3.339050000000000074e-01,5.017489000000000532e-01,3.141070000000000251e-01,5.095769999999999467e-01,0.51276326,0.5196687799999999
CA3,terA,0.3475,3.150080000000000102e-01,3.831748999999999850e-01,2.739750000000000241e-01,3.859739999999999838e-01,2.922719999999999763e-01,3.617479000000000111e-01,2.879840000000000177e-01,3.962119000000000058e-01,3.173630000000000062e-01,3.778989999999999849e-01,2.424600000000000088e-01,3.233179999999999943e-01,2.855829999999999758e-01,3.784729000000000010e-01,2.748289999999999900e-01,3.533930000000000127e-01,3.295879999999999921e-01,3.706670000000000242e-01,2.914169999999999816e-01,3.660059999999999980e-01,0.36968646,0.35837138
NA1,terA,-1.0315,-1.100389000000000062e+00,-1.100389000000000062e+00,-1.123456999999999928e+00,-1.123456999999999928e+00,-1.115402000000000005e+00,-1.115402000000000005e+00,-1.096972999999999976e+00,-1.096972999999999976e+00,-1.123197000000000001e+00,-1.123197000000000001e+00,-1.116613000000000078e+00,-1.116613000000000078e+00,-1.084994999999999932e+00,-1.084994999999999932e+00,-1.103912000000000004e+00,-1.103912000000000004e+00,-1.042291000000000079e+00,-1.042291000000000079e+00,-1.057987000000000011e+00,-1.057987000000000011e+00,-1.0965216000000002,-1.0811595999999999
HA1,terA,0.342,4.046759999999999802e-01,4.046759999999999802e-01,3.966439999999999966e-01,3.966439999999999966e-01,3.991169999999999995e-01,3.991169999999999995e-01,3.867889999999999939e-01,3.867889999999999939e-01,3.976740000000000275e-01,3.976740000000000275e-01,4.303989999999999760e-01,4.303989999999999760e-01,3.799739999999999784e-01,3.799739999999999784e-01,4.090619999999999812e-01,4.090619999999999812e-01,3.853630000000000111e-01,3.853630000000000111e-01,3.544880000000000253e-01,3.544880000000000253e-01,0.3944186,0.3918572
HA2,terA,0.342,3.777920000000000167e-01,3.777920000000000167e-01,3.917419999999999791e-01,3.917419999999999791e-01,4.113859999999999739e-01,4.113859999999999739e-01,3.633440000000000003e-01,3.633440000000000003e-01,4.023660000000000014e-01,4.023660000000000014e-01,3.886049999999999782e-01,3.886049999999999782e-01,3.789139999999999731e-01,3.789139999999999731e-01,3.848340000000000094e-01,3.848340000000000094e-01,3.448330000000000006e-01,3.448330000000000006e-01,3.903389999999999915e-01,3.903389999999999915e-01,0.38341549999999996,0.377505
CB1,terA,0.618,1.486574000000000062e+00,1.486574000000000062e+00,1.475251000000000090e+00,1.475251000000000090e+00,1.493432000000000093e+00,1.493432000000000093e+00,1.474097999999999908e+00,1.474097999999999908e+00,1.482285000000000075e+00,1.482285000000000075e+00,1.497571999999999903e+00,1.497571999999999903e+00,1.469880999999999993e+00,1.469880999999999993e+00,1.475491000000000108e+00,1.475491000000000108e+00,1.499783000000000088e+00,1.499783000000000088e+00,1.482491999999999921e+00,1.482491999999999921e+00,1.4836859,1.4850438
OB1,terA,-0.52125,-1.095156000000000018e+00,-1.095156000000000018e+00,-1.110158999999999896e+00,-1.110158999999999896e+00,-1.121040000000000036e+00,-1.121040000000000036e+00,-1.084460999999999897e+00,-1.084460999999999897e+00,-1.109016000000000002e+00,-1.109016000000000002e+00,-1.125661000000000023e+00,-1.125661000000000023e+00,-1.122981000000000007e+00,-1.122981000000000007e+00,-1.099231000000000069e+00,-1.099231000000000069e+00,-1.116616999999999971e+00,-1.116616999999999971e+00,-1.101274000000000086e+00,-1.101274000000000086e+00,-1.1085596,-1.1131528000000002
OB2,terA,-0.37225,-1.039554000000000089e+00,-1.039554000000000089e+00,-1.029544999999999932e+00,-1.029544999999999932e+00,-1.051023000000000041e+00,-1.051023000000000041e+00,-1.048823999999999979e+00,-1.048823999999999979e+00,-1.045555999999999930e+00,-1.045555999999999930e+00,-1.050116999999999967e+00,-1.050116999999999967e+00,-1.019349999999999978e+00,-1.019349999999999978e+00,-1.035204000000000013e+00,-1.035204000000000013e+00,-1.047635000000000094e+00,-1.047635000000000094e+00,-1.052361000000000102e+00,-1.052361000000000102e+00,-1.0419169,-1.0409334
CB2,terA,0.2755,4.102109999999999923e-01,5.176560000000000050e-01,3.058989999999999765e-01,4.557430000000000092e-01,3.585200000000000053e-01,4.815110000000000223e-01,3.466899999999999982e-01,5.030259000000000258e-01,3.345960000000000045e-01,4.853959999999999941e-01,3.766260000000000163e-01,5.168468999999999980e-01,3.800220000000000264e-01,5.256429999999999714e-01,3.596489999999999965e-01,4.870849999999999902e-01,3.726490000000000080e-01,5.281400000000000539e-01,4.066009999999999902e-01,5.150350000000000206e-01,0.50160818,0.5145499800000001
CB3,terA,0.3475,3.025920000000000276e-01,3.633008999999999822e-01,3.719669999999999921e-01,4.312109000000000081e-01,2.789449999999999985e-01,4.156489999999999907e-01,3.122869999999999813e-01,4.040130000000000110e-01,3.641730000000000245e-01,4.298190000000000066e-01,3.432100000000000151e-01,4.023320000000000229e-01,3.068940000000000001e-01,3.822609000000000146e-01,2.962130000000000041e-01,4.072159000000000195e-01,3.426710000000000034e-01,4.046950000000000269e-01,3.725459999999999883e-01,3.793829000000000229e-01,0.4019879500000001,0.39517734
NB1,terA,-1.0315,-1.069649000000000072e+00,-1.069649000000000072e+00,-1.120317999999999925e+00,-1.120317999999999925e+00,-1.091439000000000048e+00,-1.091439000000000048e+00,-1.026250000000000107e+00,-1.026250000000000107e+00,-1.166265000000000107e+00,-1.166265000000000107e+00,-1.112957999999999892e+00,-1.112957999999999892e+00,-1.101920999999999928e+00,-1.101920999999999928e+00,-1.135043999999999942e+00,-1.135043999999999942e+00,-1.153664999999999941e+00,-1.153664999999999941e+00,-1.119013999999999953e+00,-1.119013999999999953e+00,-1.1096523,-1.1245204
HB1,terA,0.342,3.790299999999999780e-01,3.790299999999999780e-01,3.887050000000000227e-01,3.887050000000000227e-01,3.957990000000000119e-01,3.957990000000000119e-01,3.487979999999999969e-01,3.487979999999999969e-01,3.952410000000000090e-01,3.952410000000000090e-01,3.833579999999999766e-01,3.833579999999999766e-01,3.628109999999999946e-01,3.628109999999999946e-01,3.653859999999999886e-01,3.653859999999999886e-01,4.029539999999999789e-01,4.029539999999999789e-01,4.109940000000000260e-01,4.109940000000000260e-01,0.3833076,0.3851006
HB2,terA,0.342,3.849839999999999929e-01,3.849839999999999929e-01,4.120079999999999854e-01,4.120079999999999854e-01,3.703359999999999985e-01,3.703359999999999985e-01,3.477839999999999820e-01,3.477839999999999820e-01,4.337219999999999964e-01,4.337219999999999964e-01,3.876399999999999846e-01,3.876399999999999846e-01,3.962950000000000084e-01,3.962950000000000084e-01,4.244600000000000040e-01,4.244600000000000040e-01,3.902639999999999998e-01,3.902639999999999998e-01,3.873480000000000256e-01,3.873480000000000256e-01,0.39348409999999995,0.39720140000000004
CD6,terA,-0.18,-1.483160000000000034e-01,-1.483160000000000034e-01,-1.084070000000000034e-01,-1.084070000000000034e-01,-1.305159999999999931e-01,-1.305159999999999931e-01,2.305700000000000111e-02,2.305700000000000111e-02,-1.121479999999999977e-01,-1.121479999999999977e-01,4.639599999999999974e-02,4.639599999999999974e-02,6.011500000000000177e-02,6.011500000000000177e-02,-7.403899999999999371e-02,-7.403899999999999371e-02,-7.108599999999999641e-02,-7.108599999999999641e-02,1.961000000000000069e-03,1.961000000000000069e-03,-0.0512983,-0.0073306
HD4,terA,0.18,7.878899999999999793e-02,7.878899999999999793e-02,5.323499999999999760e-02,5.323499999999999760e-02,8.719399999999999373e-02,8.719399999999999373e-02,5.111000000000000265e-02,5.111000000000000265e-02,5.612700000000000328e-02,5.612700000000000328e-02,-4.433000000000000308e-03,-4.433000000000000308e-03,4.577799999999999925e-02,4.577799999999999925e-02,6.808699999999999475e-02,6.808699999999999475e-02,4.306700000000000111e-02,4.306700000000000111e-02,7.168900000000000272e-02,7.168900000000000272e-02,0.0550643,0.0448376
